par_id,surface,start,end,wikidata,type,match,pattern
p2739_1,Rom.,229,233,Q220,LOC,exact,
p2757_1,Venet.,291,297,Q641,LOC,exact,
p2718_1,italia,1901,1907,Q38,LOC,exact,
p2735_1,impero latino,889,902,Q2277,LOC,exact,
p2731_2,impero,502,508,Q2277,LOC,exact,
p2731_2,impero,2113,2119,Q2277,LOC,exact,
p2731_2,grecia,1578,1584,Q11772,LOC,exact,
p2731_2,grecia,1888,1894,Q11772,LOC,exact,
p2731_1,Ven.,217,221,Q641,LOC,exact,
p2734_1,Pad.,372,376,Q617,LOC,exact,
p2734_1,Oriente,801,808,Q205653,LOC,exact,
p2734_1,grecia,902,908,Q11772,LOC,exact,
p2783_1,francia,118,125,Q142,LOC,exact,
p2792_1,Amstel.,884,891,Q727,LOC,exact,
p2881_1,Argo,291,295,Q189901,LOC,exact,
p2809_1,Venez.,1358,1364,Q641,LOC,exact,
p2809_1,Venez.,1539,1545,Q641,LOC,exact,
p2809_1,Ven.,1682,1686,Q641,LOC,exact,
p2869_1,Francia,2924,2931,Q142,LOC,exact,
p2869_1,Francia,3413,3420,Q142,LOC,exact,
p2869_1,Provenza,2991,2999,Q101081,LOC,exact,
p2876_2,Rom.,2910,2914,Q220,LOC,exact,
p2825_1,Patav.,731,737,Q617,LOC,exact,
p2884_1,Venez.,642,648,Q641,LOC,exact,
p2879_2,italia,1909,1915,Q38,LOC,exact,
p2919_2,Lips.,299,304,Q2079,LOC,exact,
p2923_3,Attica,423,429,Q122443,LOC,exact,
p2995_2,Lips.,89,94,Q2079,LOC,exact,
